last_name,first_name,phone,email,address,postalZip,region,languages,GPA,major,university
Coleman,Kaseem,(787) 718-4629,kaseemcoleman@protonmail.ca,Ap #420-1803 Imperdiet Road,265423,Virginia,R,3.7263083019139156,CS,Rivier College
Hernandez,Myra,(659) 963-7259,myrahernandez3181@yahoo.edu,2872 Odio Rd.,53653,Florida,Java R Python,2.9136799813858323,IST,Columbus State University
Mckinney,Imogene,(254) 453-1884,imogenemckinney@icloud.ca,"P.O. Box 199, 6500 Arcu Av.",19774,Delaware,SQL Javascript C# Go,3.8693506496146703,CS,Lambuth University
Flynn,Giacomo,1-183-458-5732,giacomoflynn@icloud.couk,"5508 Vulputate, Ave",3295,Kansas,R Python SQL Javascript C#,3.251818540967917,CS,"Arizona State University, Downtown Phoenix Campus"
Kim,Owen,1-852-661-3544,owenkim2494@yahoo.org,"382-7131 Non, Av.",65104,Alabama,Python SQL,2.2777660996770934,DS,Tennessee Temple University
Carver,Desirae,1-863-171-3328,desiraecarver@google.net,611-8722 Fermentum St.,Y1V 6G4,Surrey,C C++,3.002906215779775,IST,American InterContinental University Online
Frye,Priscilla,(287) 402-9801,priscillafrye@outlook.ca,7951 Sem Avenue,45441,Radnorshire,C++ Java R Python,3.6189972615804056,CIS,Catholic Theological Union
Burks,Abel,(851) 540-8778,abelburks@outlook.couk,Ap #553-8397 Arcu. Av.,74776-423,Minnesota,PHP,2.080532971383408,CS,Carroll College Helena
Odom,Ralph,1-675-398-1884,ralphodom@hotmail.edu,"P.O. Box 761, 7024 Non, Road",22922,Fife,R Python SQL Javascript,3.390555509404502,IST,"University of Maine, Fort Kent"
Goff,Cain,(958) 531-4863,caingoff@outlook.net,"9654 Id, St.",70686,Saskatchewan,SQL Javascript C# Go,3.1378447805481944,DS,Philander Smith College
Knowles,Desiree,(249) 341-8408,desireeknowles@protonmail.org,958-3579 Quisque Ave,22275,Connecticut,Python,2.5903585265153337,CE,"University of California, Davis"
Kent,Nathaniel,1-554-913-3396,nathanielkent@icloud.com,"465-4528 Nec, Ave",55531,British Columbia,Go Swift PHP,3.0547746589507456,CIS,Adams State College
Wooten,Teegan,1-397-332-8145,teeganwooten@google.ca,804-8943 Sed Av.,469239,Iowa,C C++,3.62441137970797,CS,Carson-Newman College
Shepard,Carson,1-426-318-2121,carsonshepard9472@aol.com,"P.O. Box 327, 4079 Fermentum Av.",22370,Saskatchewan,C# Go Swift PHP Ruby,3.6249373979713626,DS,Rasmussen College
Lloyd,Logan,1-174-764-6780,loganlloyd@aol.ca,"P.O. Box 557, 4478 Erat, St.",13751,Colorado,SQL Javascript,3.833199209421587,CIS,Memphis College of Art
Burt,Otto,1-559-298-6737,ottoburt@icloud.net,Ap #737-6162 Mauris Avenue,4799,Saskatchewan,C C++ Java R Python,3.8827305024667567,CIS,Athens State College
Shepard,Lenore,(955) 412-1816,lenoreshepard6109@outlook.edu,Ap #970-3690 Et St.,47-76,Cumberland,Java R Python,3.4542813575641684,MIS,Niagara University
Ward,Zeus,1-122-802-8776,zeusward@yahoo.ca,Ap #267-7381 Ut Road,38713-61642,Saskatchewan,PHP Ruby,2.5437138217343436,CIS,Memphis College of Art
Fowler,Gail,(641) 216-9833,gailfowler8045@hotmail.com,Ap #817-5881 Ipsum Road,6471,Nairnshire,C# Go Swift PHP,2.8356101269531906,CIS,Mount St. Mary's College Maryland
Ayers,Asher,(684) 311-1943,asherayers@icloud.edu,"787-8066 Orci, Ave",4623,Michigan,Ruby,3.3866273915719094,DS,Laurus Technical Institute
Palmer,Fuller,(761) 722-8452,fullerpalmer@icloud.ca,Ap #666-6207 Enim. St.,11371,Alabama,Java R Python,3.898182076098635,CS,Goshen College
Mcmahon,Akeem,1-325-632-6186,akeemmcmahon@icloud.org,8683 Maecenas Rd.,11631,Buteshire,Java R,2.2485079349103665,CE,Philadelphia University
Baxter,Fredericka,1-251-324-4135,frederickabaxter@hotmail.net,Ap #812-7808 Quam Ave,16840,Maryland,Java R Python,2.480707543692562,CE,Georgia Institute of Technology
Mcconnell,Dylan,1-289-505-2312,dylanmcconnell8397@protonmail.edu,"Ap #196-617 Ornare, Road",84813,Inverness-shire,Java R Python SQL,2.4101518284031496,CS,University of Central Missouri
Serrano,Xander,(510) 443-0191,xanderserrano6733@google.couk,Ap #659-7192 Sem Ave,7342,Nova Scotia,C# Go Swift PHP Ruby,3.5505585931693364,CIS,Delaware Valley College
Nolan,Justin,(569) 515-5016,justinnolan@protonmail.com,681-4015 Sem Rd.,4716,Essex,Swift PHP Ruby,2.6579944031318172,DS,"City University of New York, Queens College"
Shepard,Coby,1-969-609-3255,cobyshepard6799@outlook.net,"Ap #509-1426 A, Av.",872881,East Lothian,Python,3.4061794474634093,CS,Erskine College
Lucas,Cassady,1-395-544-8751,cassadylucas8868@outlook.couk,646-5259 Lobortis Ave,44827,Devon,Ruby Rust,3.555308114661198,CIS,Pace University  Pleasantville/Briarcliff
Roberson,Nasim,(861) 177-7891,nasimroberson@protonmail.net,3955 Aliquam Ave,63623,Wiltshire,C++ Java R Python,3.179094488125073,MIS,John F. Kennedy University
Garcia,Keaton,(235) 623-9803,keatongarcia@aol.ca,9161 Euismod Rd.,62286,Midlothian,Java R Python SQL,2.3807640409494186,CE,Beth-El College of Nursing and Health Sciences
Mullins,Britanni,(816) 754-1749,britannimullins@icloud.couk,2312 Ligula Av.,620583,Hawaii,C C++,3.603051668396514,CS,Eugene Bible College
Shepherd,Yardley,1-103-302-7015,yardleyshepherd@aol.couk,899-1274 Vivamus Ave,4442,Ohio,Go Swift PHP Ruby,2.8995391381215567,DS,Asbury College
Bender,Keegan,(711) 191-5358,keeganbender8145@icloud.ca,282-2650 Vitae St.,283635,Prince Edward Island,Python SQL,3.6243812306687797,CE,Graduate Theological Union
Sims,Odysseus,1-613-479-4711,odysseussims@yahoo.couk,Ap #360-558 Vitae Rd.,66478,Nunavut,Javascript C# Go Swift PHP,3.7225696211481782,IT,Heartland Baptist Bible College
Ewing,Daryl,1-232-415-2937,darylewing6376@hotmail.com,3610 Luctus. Av.,02397,Warwickshire,C++ Java,2.1514661709361462,CE,College of St. Catherine
Pena,Karina,1-154-518-3275,karinapena@yahoo.net,186-3920 Cursus Rd.,625471,Quebec,Python SQL Javascript C#,3.202614330720544,IT,National Technological University
Cantu,Elizabeth,(706) 628-9377,elizabethcantu4446@aol.com,589-7323 Et Road,411481,Nunavut,Swift PHP,3.0875204572695893,IST,Westmont College
Oneil,Kylynn,1-943-767-8385,kylynnoneil4565@icloud.org,"P.O. Box 454, 2971 Tristique Ave",72138-85163,Saskatchewan,PHP Ruby,3.848684602258187,CIS,Medical College of Wisconsin
Wood,Burke,1-385-431-6640,burkewood@yahoo.ca,836 Felis Street,315566,Ohio,Python SQL Javascript C# Go,3.134774180979086,DS,Arlington Baptist College
Cleveland,Caryn,(451) 630-3598,caryncleveland8620@hotmail.net,Ap #280-1403 Gravida Avenue,6073,Kentucky,R Python SQL,2.907598124497561,IT,Northern Illinois University
Pena,Athena,(888) 673-7472,athenapena7253@yahoo.couk,771-1473 Enim Street,73571,Kirkcudbrightshire,Rust,3.444774113394211,CIS,University of Arkansas at Pine Bluff
Mercado,Zephania,1-654-328-3349,zephaniamercado4117@outlook.couk,921-3657 Proin Road,47431,Quebec,Go Swift PHP Ruby,3.0404165590646723,CE,Missouri University of Science and Technology
Moses,Kylie,(346) 485-8771,kyliemoses1348@hotmail.couk,535-1167 Sed St.,5178,Maine,PHP,3.9582883217052043,CE,University of North Carolina at Wilmington
Bonner,Stuart,1-334-572-1773,stuartbonner@icloud.couk,948-3005 Suspendisse Ave,32437,Oklahoma,Go Swift PHP,3.777941367533539,CS,Central College
Hamilton,Quyn,1-861-485-8509,quynhamilton8063@aol.edu,Ap #525-5294 Aenean Road,05812,Denbighshire,Javascript C# Go,3.1752252140432136,IT,The School of the Art Institute of Chicago
Thornton,James,1-757-708-8097,jamesthornton@hotmail.net,Ap #599-8932 Dolor Av.,55221-95186,Devon,Python SQL Javascript C# Go,3.517662215740796,IST,University of Mississippi
Wade,Arsenio,(281) 351-4669,arseniowade@yahoo.com,Ap #130-3235 Ultricies Rd.,L7Z 3K5,Colorado,Java R Python SQL,3.075736314866805,CE,Oklahoma State University - Institute of Technology
Santana,Althea,1-490-951-4859,altheasantana847@outlook.couk,130-7878 Id Avenue,1537,Utah,SQL Javascript,2.5615965918529655,CE,"University of California, Santa Barbara"
Schwartz,Felicia,1-236-825-8469,feliciaschwartz@aol.ca,391-9372 Egestas. Avenue,8658,Alberta,Java R Python,2.9371849919309305,IT,Lycoming College
Medina,Aiko,(473) 748-0557,aikomedina@hotmail.ca,742-9609 Ut St.,628781,Indiana,C# Go Swift,3.93981578849965,CS,Goldey-Beacom College
Mcclain,Drake,1-952-644-4412,drakemcclain691@protonmail.couk,"P.O. Box 535, 2162 Nisl. Rd.",502862,Newfoundland and Labrador,C# Go Swift PHP,3.17575477677515,MIS,The College of Insurance
Dudley,Oprah,1-644-154-3928,oprahdudley8278@aol.ca,164-759 Nisl. Street,17477-83414,Alabama,Java R Python,3.598809158185933,CS,Life Chiropractic College West
Garner,Iris,1-875-102-3742,irisgarner515@aol.couk,931-2077 Non Street,HO7Y 4GZ,Nova Scotia,C# Go Swift,2.6455810210560133,CS,College of St. Catherine
York,Sean,(331) 576-2381,seanyork@yahoo.org,9621 Laoreet Rd.,398686,Arkansas,C C++ Java,2.7028881416076853,CIS,St. George's University
Mcfadden,Timothy,1-537-245-0745,timothymcfadden5136@hotmail.com,Ap #280-1172 Sociosqu St.,4574,Montgomeryshire,C++,3.7325157547217667,IST,University of Chicago
Hensley,Justina,1-149-377-1278,justinahensley229@aol.org,"1540 Semper, St.",284966,Suffolk,C C++,3.3609299198490814,IT,Institute of Clinical Social Work
Spears,Hollee,(343) 613-3733,holleespears7082@yahoo.net,704-8615 Dui Ave,3872,Delaware,SQL,3.759330032096559,CS,Dominican College of San Rafael
Mcdaniel,Finn,1-102-731-6278,finnmcdaniel6257@aol.ca,Ap #342-8176 Sagittis Rd.,9358,Arizona,Python,3.9315717972910447,CS,Mid-America Nazarene University
Williams,Nevada,1-488-451-3887,nevadawilliams3475@yahoo.com,Ap #850-3222 Amet Ave,A9N 5M1,California,Swift PHP Ruby,3.5186134255659747,MIS,Mississippi University for Women
Vasquez,Ignatius,1-332-475-3598,ignatiusvasquez9525@google.net,101-325 Nibh St.,1924,Angus,SQL Javascript,2.7904634410079474,DS,Howard University
Benton,Beverly,1-435-266-3125,beverlybenton4535@hotmail.ca,"260-6000 Felis, Road",1085 RG,Montana,C C++ Java,3.86042525320571,CS,Piedmont College
Villarreal,Whitney,(345) 620-3513,whitneyvillarreal977@icloud.net,Ap #183-2522 Urna Street,57-31,New Brunswick,C# Go Swift,2.952682208448268,CS,Georgetown University
Black,Jordan,1-886-760-6897,jordanblack@outlook.couk,Ap #847-9386 Nunc Ave,57145,Lincolnshire,C++,3.885568981509762,CE,"Arizona State University, Polytechnic Campus"
Hunt,Solomon,1-934-771-8781,solomonhunt@icloud.org,544-6635 Egestas. Ave,82-52,Maryland,Python SQL Javascript C# Go,3.172658401077788,CE,University of Southern California
Johnston,Wyatt,1-485-641-4162,wyattjohnston@yahoo.ca,4147 Neque. Ave,Z4O 3FV,Yorkshire,Java,2.723484250239622,CS,New York Medical College
Savage,Rhoda,(321) 676-8266,rhodasavage1093@aol.ca,967-8698 Turpis. Rd.,844614,California,R Python SQL Javascript,2.904533970171932,CS,University of North Florida
Frank,Malik,1-699-427-8081,malikfrank@outlook.com,5745 Arcu. Road,7264,Newfoundland and Labrador,C# Go,3.3245350405031235,IT,Loyola University New Orleans
Todd,Naida,1-543-366-0452,naidatodd@yahoo.ca,Ap #299-8067 Lobortis St.,182867,Alabama,R Python SQL,3.2887498997761977,CS,"Fairleigh Dickinson University, Florham-Madison Campus"
Reilly,Rana,1-486-259-4313,ranareilly@yahoo.ca,Ap #124-4551 Sed Street,665679,Alaska,C++,2.587315059503903,CS,Ohio State University - Mansfield
Tyson,George,(525) 232-5559,georgetyson9504@protonmail.net,224-9771 Aliquam Avenue,122120,Connecticut,Swift PHP Ruby,2.5193229600523805,IST,Tabor College
Hobbs,Jeremy,(491) 875-8571,jeremyhobbs@yahoo.org,"Ap #511-5485 Vulputate, Avenue",22787-87248,British Columbia,Javascript C#,3.1117371067512805,CS,Northwest University
Estrada,Nevada,(444) 162-1564,nevadaestrada2760@protonmail.net,"5044 Nec, Road",12526,Wyoming,Python SQL Javascript,3.555304212062288,IST,Louisiana Tech University
Moss,Buffy,(781) 441-2918,buffymoss@google.edu,602-3783 Nunc St.,6762,Vermont,C# Go Swift PHP Ruby,2.8210345446321456,IST,Lamar University - Port Arthur
Sweet,Galena,(824) 555-7735,galenasweet@hotmail.net,690-8894 Enim Ave,646237,Wyoming,Python SQL,2.998083324130998,CIS,New England Conservatory of Music
Contreras,Patricia,(266) 677-9837,patriciacontreras@aol.net,"8544 Est, Road",8032-8727,Oklahoma,Javascript C# Go,3.3561682328347624,CIS,McKendree College
Melton,Yasir,1-310-824-5474,yasirmelton@icloud.ca,4645 Vulputate Street,839964,Ohio,Rust,3.7307620627959066,CS,Manhattan College
Oneal,Rama,(832) 531-5420,ramaoneal1718@aol.edu,605-2761 Mauris Ave,864644,Saskatchewan,Ruby Rust,2.1842941078169162,IST,Baylor University
Guy,Courtney,(752) 963-9014,courtneyguy2745@icloud.edu,Ap #968-3321 Elit St.,6304-3716,Berwickshire,Swift PHP Ruby Rust,3.7958039326933264,DS,Southeastern Bible College
Wade,Keiko,(561) 442-4549,keikowade@outlook.com,698-9700 Neque Rd.,360141,Idaho,Go Swift PHP,2.8895560549276222,MIS,"University of California, Riverside"
Ellis,Raphael,1-211-228-3152,raphaelellis27@yahoo.net,Ap #615-6267 Semper Street,354523,Oklahoma,SQL Javascript C# Go,3.729595127671865,CS,Elmira College
Kennedy,Andrew,(785) 621-2794,andrewkennedy9337@hotmail.ca,"P.O. Box 759, 4559 Hendrerit Avenue",75776-263,Minnesota,PHP,3.4873098848190964,CIS,Ohio Northern University
Hall,Brittany,(270) 242-7446,brittanyhall9107@hotmail.edu,"P.O. Box 134, 2506 Iaculis St.",21855-25822,Massachusetts,C# Go,2.5435034667733962,MIS,Colorado Technical University
Woodward,Regan,(763) 135-1371,reganwoodward@aol.com,"P.O. Box 753, 9603 Pellentesque. Rd.",47837,New Brunswick,Python SQL,3.1752103197983277,MIS,Maryville University of St. Louis
Reyes,Hashim,(763) 681-8348,hashimreyes4276@google.net,"P.O. Box 281, 2149 Pede Ave",9773,Arizona,Java R Python,2.797999493932747,CIS,University of Virginia
Blake,Melyssa,(915) 161-8815,melyssablake4693@protonmail.edu,3054 Ornare Rd.,21-250,Wyoming,Java R,2.8586122996458165,CIS,Georgia Southwestern University
Carey,Nerea,(632) 645-9253,nereacarey9659@icloud.couk,6694 Pellentesque. Ave,1531,Flintshire,Java R Python SQL,2.251791680368803,CS,University of Colorado at Colorado Springs
Graves,Shelly,(140) 411-4775,shellygraves@outlook.com,"P.O. Box 337, 1424 Donec Rd.",630981,Maine,Javascript C#,2.3946395242737673,CS,Thomas University
Cote,Dean,(122) 474-3105,deancote@yahoo.edu,Ap #972-8221 Aliquam Rd.,82185,Devon,R Python,3.8233142103638658,IST,Circleville Bible College
Sampson,Sara,1-890-134-8185,sarasampson@protonmail.com,"P.O. Box 562, 6885 Mi Avenue",76714,Alaska,Ruby Rust,3.550055309632996,CE,Boricua College
Campbell,Tiger,1-620-243-2364,tigercampbell1095@hotmail.org,Ap #711-7210 Turpis Road,74713-549,Buteshire,C# Go Swift,3.4695720232576166,CS,Martin Luther College
Miranda,Lillian,(345) 618-6360,lillianmiranda7493@outlook.couk,267 Vestibulum Street,10402,Prince Edward Island,Swift PHP,3.628375583695263,MIS,Lehigh Univervsity
Guzman,Isaac,(579) 607-2838,isaacguzman2591@hotmail.ca,Ap #572-9444 Ut Road,3015,Illinois,Java R,2.2042545256772668,CS,Emerson College
Hall,Fleur,1-743-270-7613,fleurhall@yahoo.org,"P.O. Box 257, 7949 Sem Avenue",251225,Newfoundland and Labrador,SQL Javascript,2.6636524381340836,CIS,Bloomfield College
Herrera,Ezra,(200) 986-1272,ezraherrera4582@google.edu,734 Tortor. Rd.,77-800,Lincolnshire,PHP,3.066610558064363,CE,Pennsylvania State University at Erie - Behrend College
Middleton,Driscoll,1-423-561-5334,driscollmiddleton@google.com,3600 Ante Rd.,5250,Leicestershire,Java,3.2017291393672087,CIS,West Virginia Wesleyan College
Burnett,Alec,1-477-955-4267,alecburnett3881@hotmail.net,"P.O. Box 661, 6790 Magna. St.",35331,Orkney,Python SQL Javascript,3.6641317765153762,IST,Waynesburg College
Ramos,Pascale,1-414-189-1378,pascaleramos@icloud.org,"556-7059 Eu, Av.",14-878,Westmorland,R Python SQL Javascript C#,2.2999227647232923,CE,Hendrix College
Walls,Ivy,(885) 214-2515,ivywalls6917@aol.com,"Ap #315-8329 Montes, Street",5566,California,Go Swift PHP Ruby,2.8172213274848734,IT,Detroit College of Law
Barker,Anne,(852) 117-2192,annebarker5708@aol.couk,836-7009 Ipsum Street,9647,Worcestershire,Swift PHP Ruby,2.54949023266244,CS,Aquinas College
Kelly,Jackson,(642) 787-4956,jacksonkelly@outlook.couk,"3464 Non, Road",UZ13 7TV,Norfolk,Go Swift PHP Ruby,3.157094503526535,CE,Ohio State University
Rodriquez,Regina,(766) 784-2371,reginarodriquez@aol.edu,487-6866 Consequat Rd.,07152-13494,Wisconsin,R Python SQL Javascript,3.283516900469551,IST,Newberry College
Mckinney,Ira,1-881-612-1689,iramckinney@protonmail.edu,Ap #653-3714 Mi Street,50106,Ayrshire,C# Go Swift PHP,3.7514511039832037,CS,South Dakota State University
Nunez,Emery,1-275-473-6058,emerynunez4883@yahoo.com,Ap #344-5675 Nunc. Avenue,32136,Kentucky,C C++ Java R,3.233040892691229,CE,Yorker International University
Mueller,Samantha,(832) 817-0370,samanthamueller8325@google.ca,356-8591 Proin Avenue,987732,New Brunswick,SQL Javascript C#,3.63297146997948,CE,Northwood University
Rosa,Brennan,(253) 581-1072,brennanrosa9641@outlook.ca,6436 Sapien. St.,19047,Tennessee,Javascript C# Go Swift PHP,3.9691125349992857,CIS,"Rutgers, The State University of New Jersey"
Cooke,Derek,(771) 584-6798,derekcooke7884@outlook.org,391-708 Libero. St.,3527,Virginia,Javascript,2.5184875095955004,IST,Indiana Institute of Technologyy
Rivera,Lev,1-892-266-9188,levrivera@icloud.org,2820 Est. St.,45582,Nova Scotia,PHP Ruby,3.8084119277852784,CS,University of Texas Southwestern Medical Center at Dallas
Townsend,Karly,1-221-381-8178,karlytownsend4358@outlook.com,"P.O. Box 408, 2561 At Rd.",X79 6PV,Alberta,C++ Java R,3.2494809170651138,CIS,University of Nebraska - Lincoln
Williams,Burton,1-428-224-7867,burtonwilliams@yahoo.com,5736 Cras Ave,6571-6484,Essex,Swift PHP,2.839998212626572,MIS,"Polytechnic University, Westchester Graduate Center"
Moreno,Virginia,1-211-482-7412,virginiamoreno3206@protonmail.com,1767 Vitae Rd.,2465,Saskatchewan,Ruby,3.035876101515541,CS,"California State University, Dominguez Hills"
Lee,Galena,(513) 596-1657,galenalee7890@yahoo.com,"655-9147 Mauris, Rd.",E1J 9A9,West Lothian,C++ Java,3.8815593615367967,MIS,Franklin W. Olin College of Engineering
Sullivan,Dillon,(575) 889-1582,dillonsullivan@icloud.ca,724-8500 Orci St.,5788,Yorkshire,Java R Python,3.974712895145318,IT,North Carolina State University
Haney,Athena,1-737-635-7860,athenahaney@outlook.edu,"P.O. Box 916, 6776 Elit, Avenue",249798,Mississippi,Python SQL Javascript C#,3.200914386268403,CS,Miami Dade College
Hahn,Blaze,(271) 380-1482,blazehahn9228@icloud.net,344-4687 Elit. St.,32656,Iowa,SQL,3.549878836641193,CIS,Avila College
Mayo,Adam,1-338-471-5616,adammayo6178@icloud.com,"452-8805 Iaculis, St.",5369 NY,Alberta,R Python SQL Javascript,3.932557989667973,MIS,King's College
Lane,Amaya,1-586-272-1083,amayalane@google.net,1613 Iaculis Ave,44448,Nova Scotia,SQL,2.311944200442531,MIS,Ursinus College
Vasquez,Florence,(138) 765-3542,florencevasquez7298@icloud.net,492 Mattis. Avenue,2388,Yukon,R Python SQL,2.3675946581128136,IT,Gemological Institute of America
Glass,Tara,(778) 567-9162,taraglass@google.couk,477-7874 Sodales Road,872345,Colorado,Python SQL Javascript C#,3.9504366148340537,MIS,Kutztown University of Pennsylvania
Wise,Martena,1-324-616-8364,martenawise@aol.com,"3363 Tincidunt, St.",934889,Huntingdonshire,PHP Ruby Rust,2.5826368920550413,CS,University of Montana Western
Graves,Garrison,(537) 232-7224,garrisongraves3910@hotmail.net,"3656 Egestas, Rd.",766771,Manitoba,C# Go Swift PHP,3.559253237454486,CIS,La Salle University
Lindsay,Wang,1-468-667-2023,wanglindsay@icloud.edu,Ap #796-3614 Erat Av.,254031,Essex,C# Go,3.3777192867230887,CIS,Rocky Mountain College of Art and Design
Harrell,Carolyn,(961) 441-1228,carolynharrell4644@hotmail.couk,Ap #109-9802 Egestas. Street,44883,Gloucestershire,PHP Ruby,2.707128851421867,IST,University of South Carolina - Union
